DATE,RETURN
19981231,6.369900470565693
19990129,3.568196966459891
19990226,-3.173637896870007
19990331,3.831731621268641
19990430,4.182288982621363
19990528,-2.161890004343714
19990630,5.09578784859932
19990730,-3.053207429519633
19990831,-0.9369444582563169
19990930,-2.74960468347083
19991029,6.722152674462545
19991130,2.572512390964876
19991231,6.025331793505395
20000131,-4.094069971177261
20000229,-0.2674694246573739
20000331,9.112000296640964
20000428,-3.333609437955642
20000531,-2.586347306121239
20000630,2.549479937468391
20000731,-1.661457030588531
20000831,7.401740422242509
20000929,-4.641554009915283
20001031,-1.204565885072617
20001130,-9.144940157017633
20001229,1.208794194851959
20010131,3.290500828466314
20010228,-9.32781507757835
20010330,-6.641688272849011
20010430,8.03487031737693
20010531,0.675999173476094
20010629,-2.258954302090399
20010731,-1.365447120604968
20010831,-6.094544261055357
20010928,-8.480720332107838
20011031,2.081940303996266
20011130,7.700234913676085
20011231,1.066199646123622
20020131,-1.270230040717379
20020228,-1.992046810387216
20020328,4.109121749392153
20020430,-5.729332444912938
20020531,-0.882221522917892
20020628,-7.380490890797031
20020731,-7.400144465151115
20020830,0.5234863647904264
20020930,-10.73971812650848
20021031,8.308645713740681
20021129,5.852025297975127
20021231,-5.659663047442232
20030131,-2.423768904129986
20030228,-1.547056757113885
20030331,1.035153719432325
20030430,8.073064644039185
20030530,5.701553793785186
20030630,1.315149530215587
20030731,1.992646534520914
20030829,2.029481805775912
20030930,-1.024178563929101
20031031,5.863391572447485
20031128,1.199016399964048
20031231,4.788617096150372
20040130,1.900789790039736
20040227,1.384952285903585
20040331,-1.364228537466816
20040430,-1.807702161036262
20040528,1.442406717676725
20040630,1.802754469226375
20040730,-3.511887790180468
20040831,0.4933574780418226
20040930,1.26218050096929
20041029,1.613006270980044
20041130,4.28134966878293
20041231,3.620756608508935
20050131,-2.519705794301219
20050228,2.248790990007943
20050331,-1.582995780339458
20050429,-1.844111483733468
20050531,3.54474903806361
20050630,0.4085091924788786
20050729,3.889235301721961
20050831,-0.8654447162318557
20050930,0.9292792172292286
20051031,-1.754005810259229
20051130,3.798144620060384
20051230,0.1418783798011969
20060131,2.803691088322524
20060228,0.2236760819542827
20060331,1.415660768621385
20060428,1.200016883873301
20060531,-2.95286292779664
20060630,0.1306110781693626
20060731,0.2195243156112081
20060831,2.397093881047141
20060929,2.373322501288344
20061031,3.395631792207543
20061130,2.132141296263268
20061229,1.281270872032492
20070131,1.925952139284215
20070228,-1.720510360185723
20070330,1.038125772975307
20070430,4.204153809420474
20070531,3.602014162893563
20070629,-1.910141538449062
20070731,-3.088830229411721
20070831,1.360879434198936
20070928,3.818866378248376
20071031,1.743330566432899
20071130,-4.263082518274064
20071231,-0.6510753823315563
20080131,-5.995035741463017
20080229,-3.055099770712
20080331,-0.6776046711597705
20080430,5.070485724661689
20080530,1.833752596644267
20080630,-8.306599796837311
20080731,-1.162847162875125
20080829,1.376914652899086
20080930,-9.526983756490958
20081031,-17.4606160255092
20081128,-7.562022234213106
20081231,1.59790277288403
20090130,-8.162001485896763
20090227,-10.33867001714713
20090331,8.746168332087855
20090430,10.12216875017375
20090529,5.534289507741774
20090630,0.2445420851863389
20090731,7.631298479823223
20090831,3.632360644324018
20090930,4.057634241897001
20091030,-2.210377511929107
20091130,5.890637999272408
20091231,2.434552627181996
20100129,-3.598331007759514
20100226,3.295890729886453
20100331,6.144661530118656
20100430,1.850836557152769
20100528,-7.928376362466905
20100630,-5.566969124275467
20100730,6.949734552828124
20100831,-4.472548201263715
20100930,9.187917036651449
20101029,3.891673562395148
20101130,0.3261071822288519
20101231,6.675307442426148
20110131,2.404810321284012
20110228,3.478299498321169
